"","IMPORTER","EXPORTER","ORIGIN","MONTH","title","L..COST..PhP.","QUANTITY.kg.","Phpkg","Countries"
"5808","SUMI PHILIPPINES WIRING SYSTEMS","SUMITOMO WIRING SYSTEMS, LTD","JP",11,"BOND",3754592,116,32367.1724137931,"Japan"
"5809","BAHRAIN FIBERGLASS INTL CO. LTD.","FRP SERVICES   COMPANY ? 1-15-9 AWA","SG",11,"FILLER",443609,150,2957.39333333333,"Singapore"
"5810","DLX BAGS PHILIPPINES INC","LUEN THAI FOOTWEAR MACAO COMMERCIAL","HK",11,"GLUE",571524,2028,281.816568047337,"Hong Kong SAR China"
"5811","KNOWLES ELECTRONICS (PHILIPPINES)/","ELECTRO SPEC INC","FR",11,"OTHERS",627153,2,313576.5,"France"
"5812","CEBU MITSUMI INC.","MITSUMI ELECTRIC CO., LTD.","JP",11,"ADHESIVE",304526,39,7808.35897435897,"Japan"
"5813","MINOURA PHILIPPINES CORP.","EBEN TEXTILE CO., LTD","KR",11,"POLYESTER",408283,249,1639.69076305221,"South Korea"
"5814","FAIRCHILD SEMICONDUCTOR (PHILS) INC","ABLESTIK (SHANGHAI) LTD","CN",11,"OTHERS",5715498,424,13479.9481132075,"China"
"5815","KNOWLES ELECTRONICS (PHILIPPINES)/","KNOWLES ELECTRONICS  M  SDN BHD","MY",11,"STRAP",2727489,85,32088.1058823529,"Malaysia"
"5816","ERR TRADING","FOSROC CONSTRUCTION CHEMICALS PTE L","MY",11,"OTHERS",456779,12800,35.685859375,"Malaysia"
"5817","TRANS WORLD TRADING CO.INC.","TOYOCHEM SPECIALTY CHEMICAL SDN.BHD","MY",12,"ADHESIVE",2916423,14800,197.055608108108,"Malaysia"
"5818","ASIA PRIMERA KIMIKA INC.","BASF HONGKONG LTD.","DE",12,"OTHERS",674109,400,1685.2725,"Germany"
"5819","EATON INDUSTRIES PHILIPPINES LLC","SMADER TECHNOLOGY LIMITED","HK",12,"ADHESIVE",260073,96,2709.09375,"Hong Kong SAR China"
"5820","CHAROEN POKPHAND FOODS PHILS. CORP.","DANISCO SINGAPORE PTE. LTD.","FI",12,"ENZYME",2552640,7000,364.662857142857,"Finland"
"5821","PROCTER & GAMBLE PHILIPPINES INC.","NOVOZYMES A/S","DK",12,"ENZYME",7880734,10000,788.0734,"Denmark"
"5822","MEGAWIDE CONSTRUCTION CORPORATION","BUEHNEN GMBH & CO. KG","DE",12,"OTHERS",1937053,6703,288.98299268984,"Germany"
"5823","INTERNATIONAL CONTAINER TERMINAL","SUMITOMO RUBBER INDUSTRIES LTD","JP",12,"OTHERS",744589,456,1632.87061403509,"Japan"
"5824","AP MAGNA CHEM DISTRIBUTION CORP","CHEM-BASE(NANTONG)LABORATORIES","CN",12,"PROTEIN",2218341,25500,86.9937647058824,"China"
"5825","PIONEER ADHESIVES INC.","SOUDAL LIMITED","CN",12,"SEAL",766224,3315,231.138461538462,"China"
"5826","NITO SEIKI MFG CORP","SPEED PARTS","AU",12,"OTHERS",577654,1814,318.442116868798,"Australia"
"5827","MAXION BIOSCIENCE INC.","DANISCO SINGAPORE PTE LTD","SG",12,"OTHERS",10386557,17250,602.119246376812,"Singapore"
"5828","MONDE NISSIN CORPORATION","GENERAL STARCH LIMITED","TH",12,"MODIFIED STARCH",1635206,40000,40.88015,"Thailand"
"5829","HAMBURG TRADING CORPORATION","CARGILL DEUTSCHLAND GMBH","DE",12,"OTHERS",3359233,72000,46.6560138888889,"Germany"
"5830","HAMBURG TRADING CORPORATION","CARGILL BIO CHEMICAL CO LTD","CN",12,"OTHERS",783081,18950,41.3235356200528,"China"
"5831","HENKEL PHILIPPINES INC.","PT.HENKEL ADHESIVE TECHNOLOGY","ID",12,"ADHESIVE",2126250,12500,170.1,"Indonesia"
"5832","PROCTER & GAMBLE PHILIPPINES INC.","NOVOZYMES CHINA BIOTECHNOLOGY CO.LT","CN",12,"MEDLEY",2916965,8000,364.620625,"China"
"5833","ACS MANUFACTURING CORPORATION","DANISCO SINGAPORE PTE LTD","FI",12,"OTHERS",3533096,10000,353.3096,"Finland"
"5834","SHINDENGEN PHILIPPINES CORPORATION","PANASONIC MANUFACTURING AYUTHAYA  C","TH",12,"OTHERS",2633387,11880,221.665572390572,"Thailand"
"5835","ARIELA MARKETING CO. INC.","AVEVE BIOCHEM NV","BE",12,"OTHERS",11272016,25000,450.88064,"Belgium"
"5836","HENKEL PHILIPPINES INC.","HENKEL ADHESIVES TECHNOLOGIES","VN",12,"OTHERS",4881568,36000,135.599111111111,"Vietnam"
"5837","HENKEL PHILIPPINES INC.","HENKEL CHEMICAL TECHNOLOGIES","CN",12,"OTHERS",4614203,33000,139.824333333333,"China"
"5838","PROMESSO BUSINESS SOLUTIONS","SHANDONG YUXIN BIO TECH CO LTD","CN",12,"PROTEIN",2301995,20000,115.09975,"China"
"5839","INGREDION PHILIPPINES INC.","INGREDION INCORPORATED","US",12,"OTHERS",3409709,55680,61.2375897988506,"United States"
"5840","INGREDION PHILIPPINES INC.","INGREDION INCORPORATED","US",12,"MODIFIED STARCH",4291094,55022,77.9886954309185,"United States"
"5841","CHEMICAL RESEARCH PRODUCTS","PRO TECH USA LC","US",12,"OTHERS",1046871,1800,581.595,"United States"
"5842","SKL MAINTENANCE SYSTEMS CORPORATION","CHESTERTON INTERNATIONAL INC","US",12,"OTHERS",333997,191,1748.67539267016,"United States"
"5843","SHINDENGEN PHILIPPINES CORPORATION","PANASONIC MANUFACTURING AYUTHAYA  C","TH",12,"EPOXY",4856201,23760,204.385563973064,"Thailand"
"5844","MEGA SOFT HYGIENIC PRODUCTS INC.","SHENZHEN GUI HAO CHENG TRADE","CN",12,"ADHESIVE",8471317,126258,67.0952890113894,"China"
"5845","KAMBAL INDUSTRIAL SUPPLY","FLOOR CHEM ASIA CO. LTD.","TH",12,"OTHERS",493618,6000,82.2696666666667,"Thailand"
"5846","THE PUREFOODS HORMEL COMPANY INC","SMS CORPORATION CO LTD","TH",12,"MODIFIED STARCH",6698905,168000,39.8744345238095,"Thailand"
"5847","GLONICOR FOOD CORPORATION","TATE & LYLE INGREDIENTS AMERIC","US",12,"STARCH",1052650,19278,54.6036933291835,"United States"
"5848","MC RITZ INTERNATIONAL CORPORATION","E H M INTERTRADING CO. LTD","TH",12,"MODIFIED STARCH",2373120,1e+05,23.7312,"Thailand"
"5849","PROMESSO BUSINESS SOLUTIONS","TAIXING ZHONGXING IMP AND EXP CO L","CN",12,"OTHERS",1641036,3000,547.012,"China"
"5850","PROCTER & GAMBLE PHILIPPINES INC.","NOVOZYMES CHINA BIOTECHNOLOGY CO LT","CN",12,"OTHERS",4312018,12000,359.334833333333,"China"
"5851","UNITED PULP AND PAPER CO INC","NATIONAL STARCH AND CHEMICAL (THAIL","TH",12,"MODIFIED STARCH",11520219,252000,45.7151547619048,"Thailand"
"5852","PROCTER & GAMBLE PHILIPPINES INC.","NOVOZYMES A S","DK",12,"OTHERS",6490105,8000,811.263125,"Denmark"
"5853","INGREDION PHILIPPINES INC.","INGREDION INC. 5 WESTBROOK","US",12,"MODIFIED STARCH",6505902,95879,67.8553384995672,"United States"
"5854","DOLE PHILIPPINES INC","NOVOZYMES MALAYSIA SDN BHD","MY",12,"OTHERS",554049,960,577.134375,"Malaysia"
"5855","ERCM PRODUCTS INTERNATIONAL INC.","CHUEN HUAH CHEMICAL CO.,LTD","TW",12,"OTHERS",977528,12960,75.4265432098765,"Taiwan"
"5856","BRENNTAG INGREDIENTS INC.","BRENNTAG TAIWAN CO LTD","IT",12,"STARCH",199231,2000,99.6155,"Italy"
"5857","IGROS MARKETING CORPORATION","DGL INTERNATIONAL MALAYSIA SDN","MY",12,"OTHERS",984717,16848,58.4471153846154,"Malaysia"
"5858","CHOEI PLASTIC WORLD PHILIPPINES INC","PLASTIC WORLD (CHINA) LTD","HK",12,"ADDITIVES",285726,45,6349.46666666667,"Hong Kong SAR China"
"5859","GILVAN PACKAGING CORPORATION","MORCHEM S.A ON BEHALF OF","ES",12,"ADHESIVE",924855,16000,57.8034375,"Spain"
"5860","DEZIGN WORKS PHILIPPINES INC","MILLIKEN HOLDINGS (HONGKONG)CO.LIMI","CN",12,"ADHESIVE",922086,4951,186.242375277722,"China"
"5861","HENKEL PHILIPPINES INC.","BENORE LOGISTICS FOR HENKEL US","US",12,"ADHESIVE",703992,1331,528.919609316304,"United States"
"5862","SANKYOTATEYAMA PHILIPPINES INC","SANKYO TATEYAMA,INC.","JP",12,"ADHESIVE",213809,246,869.142276422764,"Japan"
"5863","DYSON ELECTRONICS PTE LTD PH BRANCH","VITROCHEM TECHNOLOGY PTE LTD","SG",12,"ADHESIVE",5460573,1584,3447.33143939394,"Singapore"
"5864","TDK PHILIPPINES CORPORATION","TDK HONGKONG CO., LTD.","HK",12,"ADHESIVE",460690,78,5906.28205128205,"Hong Kong SAR China"
"5865","JT INTERNATIONAL ASIA MFG. CORP.","H.B. FULLER ADHESIVES MALAYSIA SDB","MY",12,"ADHESIVE",660068,5450,121.113394495413,"Malaysia"
"5866","SAN TECHNOLOGY INCORPORATED","CORAL SERVICE CORP.","JP",12,"ADHESIVE",1823811,1982,920.187184661958,"Japan"
"5867","ADAMPAK & PRINT (PHILS.) INC.","AVERY DENNISON SINGAPORE","SG",12,"ADHESIVE",367966,904,407.04203539823,"Singapore"
"5868","YAZAKI-TORRES MANUFACTURING INC.","YAZAKI  CORPORATION","JP",12,"ADHESIVE",2080854,1825,1140.19397260274,"Japan"
"5869","YAZAKI-TORRES MANUFACTURING INC.","YAZAKI  CORPORATION","TH",12,"ADHESIVE",572182,492,1162.97154471545,"Thailand"
"5870","NAN PAO RESINS CHEMICAL PHILIPPINES","EASTLION ENTERPRISES LTD","CN",12,"ADHESIVE",10174258,82400,123.474004854369,"China"
"5871","H B FULLER PHILS INC","H. B. FULLER (CHINA) ADHESIVES LTD.","CN",12,"ADHESIVE",2611599,16000,163.2249375,"China"
"5872","KINTETSU LOGISTICS (PHILS) INC.","SHIRAISHI CALCIUM (THAILAND) CO LTD","TH",12,"OTHERS",429420,1600,268.3875,"Thailand"
"5873","ALLTECH BIOTECHNOLOGY CORP.","ALLTECH BIOTECHNOLOGY CORP LTD","TH",12,"OTHERS",4481274,10000,448.1274,"Thailand"
"5874","ALLTECH BIOTECHNOLOGY CORP.","CUSTOM FREIGHT SALES, INC.","US",12,"OTHERS",1099066,3000,366.355333333333,"United States"
"5875","HENKEL PHILIPPINES INC.","HENKEL (MALAYSIA) SDN BHD","MY",12,"OTHERS",207565,1890,109.822751322751,"Malaysia"
"5876","GLOSCORE PHILIPPINES CONSTRUCTION","ARDEX SINGAPORE PTE LTD","SG",12,"OTHERS",577810,1875,308.165333333333,"Singapore"
"5877","FOOD INDUSTRIES INC.","INGREDION INC.","US",12,"BAKA SNAK",1904018,18371,103.642588862882,"United States"
"5878","UNIVERSAL ROBINA CORPORATION","SCIENCE TECHNICS SDN BHD","MY",12,"OTHERS",266226,350,760.645714285714,"Malaysia"
"5879","INGREDION PHILIPPINES INC.","INGREDION INC. 5 WESTBROOK","US",12,"OTHERS",3073173,55113,55.7613085841816,"United States"
"5880","NESTLE PHILIPPINES INC.","NESTLE USA INC","US",12,"PROTEIN",1947877,2179,893.931620009179,"United States"
"5881","M2 ADVANCE TECH. INC.","DE NEEF CONSTRUCTION CHEMICALS","BE",12,"OTHERS",683136,9990,68.381981981982,"Belgium"
"5882","GREYHOUND INDUSTRIAL SALES","INTERNATIONAL COMPANY FOR","EG",12,"OTHERS",364611,18193,20.041279613038,"Egypt"
"5883","STT PHILIPPINES INC","ELKEM SILICONES SHANGHAI CO.,","CN",12,"OTHERS",13419504,24000,559.146,"China"
"5884","INTERNATIONAL WIRING SYSTEMS PHILS","SIIX CORPORATION","JP",12,"BOND",808576,657,1230.70928462709,"Japan"
"5885","PIONEER ADHESIVES INC.","FOSROC CONSTRUCTION CHEMICALS","MY",12,"OTHERS",192601,5000,38.5202,"Malaysia"
"5886","CARGILL TEXTURIZING SOLUTIONS","CARGILL DEUTSCHLAND GMBH","BE",12,"STARCH",4464582,30650,145.663360522023,"Belgium"
"5887","HAMBURG TRADING CORPORATION","CARGILL BIO CHEMICAL CO LTD","CN",12,"STARCH",1744297,37475,46.545617078052,"China"
"5888","HAMBURG TRADING CORPORATION","CARGILL DEUTSCHLAND GMBH","NL",12,"STARCH",824907,17000,48.5239411764706,"Netherlands"
"5889","FORGEMS MARKETING CO. INC.","GRAIN PROCESSING CORPORATION","US",12,"MODIFIED STARCH",2172481,73480,29.5656096897115,"United States"
"5890","ALASKA MILK CORPORATION","WESTLAND CO-OPERATIVE DAIRY","NZ",12,"OTHERS",25068624,75600,331.595555555556,"New Zealand"
"5891","SANTIENZ PHILS. INC.","CREATIVE ANALYSIS SDN BHD","MY",12,"OTHERS",571325,40231,14.2011135691382,"Malaysia"
"5892","TS TECH TRIM PHILS. INC.","ITOCHU PLASTICS INC.","JP",12,"ADHESIVE",962819,1620,594.332716049383,"Japan"
"5893","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","HRD SINGAPORE PTE LTD","JP",12,"EPOXY",7372597,24660,298.969870235199,"Japan"
"5894","IMCD PHILIPPINES CORPORATION","KMC KARTOFFELMELCENTRALEN AMBA","DK",12,"MODIFIED STARCH",1972826,24750,79.7101414141414,"Denmark"
"5895","BRENNTAG INGREDIENTS INC.","ROQUETTE ITALIA SPA","IT",12,"OTHERS",3610898,57000,63.3490877192982,"Italy"
"5896","KINTETSU LOGISTICS (PHILS) INC.","SHIRAISHI CALCIUM (SHANGHAI) INTERN","CN",12,"OTHERS",1838814,10800,170.260555555556,"China"
"5897","RICHMOND WATERPROOFING INC","XYPEX CHEMICAL CORP","CA",12,"OTHERS",1106520,16828,65.7546945566912,"Canada"
"5898","CHAROEN POKPHAND FOODS PHILS. CORP.","DANISCO SINGAPORE PTE. LTD.","FI",12,"OTHERS",4655547,6000,775.9245,"Finland"
"5899","CHAROEN POKPHAND FOODS PHILS. CORP.","DANISCO SINGAPORE PTE. LTD.","BE",12,"OTHERS",1127819,3000,375.939666666667,"Belgium"
"5900","GCP APPLIED TECHNOLOGIES","HENKEL TECHNOLOGY CORPORATION","US",12,"OTHERS",1112336,9960,111.680321285141,"United States"
"5901","GCP APPLIED TECHNOLOGIES","HENKEL (THAILAND) LIMITED","TH",12,"OTHERS",1290714,12000,107.5595,"Thailand"
"5902","WU KONG SINGAPORE PTE. LTD. PHIL.","HRD SINGAPORE PTE LTD","JP",12,"OTHERS",3194923,14040,227.558618233618,"Japan"
"5903","DIAMOND DRY MORTAR INC.","AALBORG PORTLAND MALAYSIA SDN","MY",12,"OTHERS",421291,48600,8.66853909465021,"Malaysia"
"5904","ELEVENTH TRADING","DOW CHEMICAL SILICONES KOREA","KR",12,"SEAL",4609856,82460,55.9041474654378,"South Korea"
"5905","ALTERNATIVES FOOD CORP","QINGDAO CPI INTERNATIONAL CO., LTD.","TR",12,"PROTEIN",30995781,550000,56.3559654545455,"Turkey"
"5906","AMPERE RESOURCES CORPORATION","SPECIFIED TECHNOLOGIES INC.","US",12,"SEAL",3174097,8140,389.938206388206,"United States"
"5907","FABCON PHILS. INC.","CATALYSTS BIO TECHNOLOGIES PVT","IN",12,"OTHERS",3565195,6000,594.199166666667,"India"
"5908","WORLD HOME DEPOT CORPORATION","PT.APLUS PACIFIC","ID",12,"OTHERS",241707,19919,12.1344947035494,"Indonesia"
"5909","SCAD SERVICES (S) PTE. LTD. - PHIL","HRD SINGAPORE PTE LTD","JP",12,"OTHERS",1167405,2709,430.9357696567,"Japan"
"5910","FISCHER PH ASIA INC","FISCHERWERKE GMBH & CO KG","DE",12,"OTHERS",3168182,5531,572.804556138131,"Germany"
"5911","FISCHER PH ASIA INC","ISPO FRANCE","BE",12,"OTHERS",4221816,19779,213.449416047323,"Belgium"
"5912","FISCHER PH ASIA INC","FISCHERWERKE GMBH AND CO KG","DE",12,"OTHERS",1074544,1275,842.779607843137,"Germany"
"5913","FISCHER PH ASIA INC","FISCHERWERKE GMBH AND CO KG","DE",12,"SEAL",1180341,1270,929.402362204724,"Germany"
"5914","PIONEER ADHESIVES INC.","AKKIM  YAPI KIMYASALLARI","TR",12,"SEAL",3249006,18980,171.180505795574,"Turkey"
"5915","C.T.P. INDUSTRIES INC.","JINAN ZHIBI INTERNATIONAL","CN",12,"GLUE",341027,2000,170.5135,"China"
"5916","HILTI PHILIPPINES INC.","HILTI AG","SG",12,"OTHERS",2723911,17330,157.178938257357,"Singapore"
"5917","HILTI PHILIPPINES INC.","HILTI AG","DE",12,"OTHERS",1524379,8894,171.394085900607,"Germany"
"5918","NAN PAO RESINS CHEMICAL PHILIPPINES","NAN PAO RESINS CHEMICAL CO   LTD","TW",12,"OTHERS",1206635,3788,318.541446673706,"Taiwan"
"5919","TIGER RESORT LEISURE AND ENTERTAINM","TWO NINE SIX O TRADING PTE LTD","SG",12,"OTHERS",836148,2209,378.518786781349,"Singapore"
"5920","SUCERE FOODS CORPORATION","ROUSSELOT (M) SDN BHD","BR",12,"GELATIN",6700367,20000,335.01835,"Brazil"
"5921","INTERPHIL LABORATORIES INC","LAPI GELATIN  SPA","IT",12,"GELATIN",4066907,10075,403.663225806452,"Italy"
"5922","ACE PREMIUM GOODS CORPORATION","BLRNE INTERNATIONAL CO., LTD","CN",12,"GLUE",235039,1000,235.039,"China"
"5923","TAIPHIL PROTECH INDUSTRIAL INC.","NEW VISTA LIMITED","HK",12,"GLUE",229879,47,4891.04255319149,"Hong Kong SAR China"
"5924","PAREF SOUTHRIDGE SCHOOL INC","ACT GLOBAL SPORTS B V","NL",12,"GLUE",502836,100,5028.36,"Netherlands"
"5925","STT PHILIPPINES INC","STT INC.","JP",12,"GLUE",7343378,9072,809.45524691358,"Japan"
"5926","MARSHTOMP TRADING","PUNING JUN HAO YU TRADING CO.,","CN",12,"GLUE",219300,3337,65.7177105184297,"China"
"5927","PTC COMMERCIAL CORPORATION","WALTON K.K. INTERNATIONAL","CN",12,"OTHERS",470303,17496,26.8806012802926,"China"
"5928","BRENNTAG INGREDIENTS INC.","DUPONT NUTRITION BIOSCIENCES","DK",12,"OTHERS",2759905,3800,726.290789473684,"Denmark"
"5929","JEIKA PROPERTIES CORP","EXCELLENT GROUP INTERNATIONAL LIMIT","CN",12,"OTHERS",259432,19250,13.476987012987,"China"
"5930","DESK TOP BAGS PHILIPPINES INC.","GOLDEN COMPANY LIMITED","VN",12,"OTHERS",1076556,439,2452.29157175399,"Vietnam"
"5931","TOYOTA TSUSHO PHILS. CORP.","TOYOTSU CHEMIPLAS CORPORATION","JP",12,"OTHERS",1898883,4220,449.972274881517,"Japan"
"5932","ELI LILLY (PHILIPPINES) INC","ELI LILLY AND COMPANY","US",12,"OTHERS",7008731,18144,386.283675044092,"United States"
"5933","IMCD PHILIPPINES CORPORATION","SANOVO FOODS A/S","DK",12,"OTHERS",5262593,15000,350.839533333333,"Denmark"
"5934","BOSTIK PHILIPPINES INC.","JIANGSU BOSTIK ADHESIVE CO. LTD","CN",12,"OTHERS",1344608,5197,258.727727535116,"China"
"5935","HANKYU HANSHIN LOGISTICS PHILS INC.","ITATSU CO., LTD","JP",12,"SEAL",264451,339,780.091445427729,"Japan"
"5936","HILTI PHILIPPINES INC.","HILTI AKTIENGESELLSCHAFT","SG",12,"OTHERS",1454330,9283,156.665948508025,"Singapore"
"5937","HILTI PHILIPPINES INC.","HILTI CORPORATION","SG",12,"OTHERS",5097440,13395,380.547965658828,"Singapore"
"5938","BRENNTAG INGREDIENTS INC.","NOVOZYMES A S","DK",12,"ENZYME",7159544,10800,662.920740740741,"Denmark"
"5939","H B FULLER PHILS INC","H. B. FULLER (NANJING) CHEMICAL CO","CN",12,"ADHESIVE",411741,1000,411.741,"China"
"5940","AKAGI GOMU PHILS. CORP.","AKAGI CO., LTD","JP",12,"OTHERS",935445,2093,446.939799331104,"Japan"
"5941","CASES INTERNATIONAL PHILS INC","HANGZHOU KAIMIKU IMP&EXP. CO., LTD","CN",12,"ADHESIVE",243888,2500,97.5552,"China"
"5942","SIGLO LEATHERWARE MANUFACTURING INC","DONGGUAN ANA INTERNATIONAL FREIGHT","CN",12,"ADHESIVE",225724,364,620.120879120879,"China"
"5943","CONSOLIDATED ADHESIVES INC","ADTEK CONSOLIDATED SDN BHD","MY",12,"GLUE",1860804,17000,109.459058823529,"Malaysia"
"5944","QUANTA PAPER CORPORATION","FOCUS HOTMELT CO. LTD.","CN",12,"ADHESIVE",2041585,20160,101.269097222222,"China"
"5945","H B FULLER PHILS INC","H.B FULLER (CHINA) ADHESIVES LTD","CN",12,"ADHESIVE",2843884,18240,155.914692982456,"China"
"5946","PROCTER & GAMBLE PHILIPPINES INC.","HENKEL CHEMICAL TECHNOLOGIES(SHANGH","CN",12,"ADHESIVE",2236024,8640,258.799074074074,"China"
"5947","BOSTIK PHILIPPINES INC.","BOSTIK FINDLEY CHINA CO LTD","CN",12,"ADHESIVE",989023,5372,184.10703648548,"China"
"5948","H B FULLER PHILS INC","H.B FULLER ADHESIVE MALAYSIA SDN BH","MY",12,"ADHESIVE",1203331,10500,114.602952380952,"Malaysia"
"5949","BULWARK EQUIPMENT PARTSHOUSE INC","FLOOR CHEM ASIA CO., LTD","TH",12,"OTHERS",3813723,58060,65.6858939028591,"Thailand"
"5950","BARRINGTON CARPETS INC.","INTERFACEFLOR (THAILAND) CO LT","TH",12,"GLUE",182939,1176,155.56037414966,"Thailand"
"5951","GREENFLOOR INNOVATIONS CORPORATION","FLOOR CHEM ASIA CO LTD","TH",12,"OTHERS",9518460,123550,77.0413597733711,"Thailand"
"5952","COMMODITY QUEST INC.","DEZHOU RUIKANG BIO TECHNOLOGY CO.,L","CN",12,"PROTEIN",23021217,2e+05,115.106085,"China"
"5953","TRENDWAY BUILDERS INC","YANTAI JIALONG NANO INDUSTRY CO LTD","CN",12,"OTHERS",490552,1076,455.903345724907,"China"
"5954","SIKA PHILIPPINES INC.","SIKA LTD","JP",12,"SEAL",317590,1668,190.401678657074,"Japan"
"5955","BORAL PLASTERBOARD PHILIPPINES INC.","USG BORAL SDN BHD","MY",12,"OTHERS",2053959,123144,16.6793266419801,"Malaysia"
"5956","HOUSE TECHNOLOGY INDUSTRIES PTE.LTD","KLEBCHEMIE MG BECKER","NL",12,"OTHERS",3342119,13200,253.190833333333,"Netherlands"
"5957","DKSH PHILIPPINES INC.","SMS CORPORATION CO LTD","TH",12,"OTHERS",1343950,30000,44.7983333333333,"Thailand"
"5958","MULTIFLEX RNC PHILS. INC.","CHAN SIEH ENTERPRISES CO LTD","TW",12,"GLUE",2647702,45000,58.8378222222222,"Taiwan"
"5959","NAN PAO RESINS CHEMICAL PHILIPPINES","NAN PAO RESINS CHEMICAL CO   LTD","TW",12,"ADHESIVE",973457,11150,87.3055605381166,"Taiwan"
"5960","HONDA PHILIPPINES INC.","THREE BOND SINGAPORE PTE LTD","SG",12,"OTHERS",216411,19,11390.0526315789,"Singapore"
"5961","MYBRUSH TECHNOLOGY (PHIL.) INC.","MYBRUSH INDUSTRIES SDN BHD","MY",12,"LOCTITE",199355,2,99677.5,"Malaysia"
"5962","MYBRUSH TECHNOLOGY (PHIL.) INC.","MYTECH & ASSEMBLY SDN BHD","MY",12,"LOCTITE",236376,6,39396,"Malaysia"
"5963","HANKYU HANSHIN LOGISTICS PHILS INC.","ITATSU CO., LTD","JP",12,"OTHERS",996008,1279,778.739640344019,"Japan"
"5964","DYSON ELECTRONICS PTE LTD PH BRANCH","HENKEL SINGAPORE PTE LTD","SG",12,"OTHERS",1782326,360,4950.90555555556,"Singapore"
"5965","HENKEL PHILIPPINES INC.","HENKEL SINGAPORE PTE LTD","SG",12,"OTHERS",869766,672,1294.29464285714,"Singapore"
"5966","HYCO LABORATORIES CO.INC.","PANCHEM INTERNATIONAL TRADING AND I","CN",12,"OTHERS",554837,16000,34.6773125,"China"
"5967","BASF PHILIPPINES INC","BASF MALAYSIA SDN BHD","MY",12,"SEAL",1417569,57011,24.8648331023838,"Malaysia"
"5968","BASF PHILIPPINES INC","PT BASF DISTRIBUTION INDONESIA","ID",12,"SEAL",507452,14300,35.4861538461538,"Indonesia"
"5969","JAMES HARDIE PHILIPPINES INC","VIVACITY ENGINEERING PTY LTD","AU",12,"OTHERS",211961,815,260.074846625767,"Australia"
"5970","LOTUSORB ENTERPRISES","VEDAN (VIETNAM) ENTERPRISE","VN",12,"MODIFIED STARCH",2531171,90000,28.1241222222222,"Vietnam"
"5971","WRIGLEY PHILIPPINES INC","JASOL ASIA PACIFIC LIMITED","TH",12,"MODIFIED STARCH",696310,12000,58.0258333333333,"Thailand"
"5972","INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL","TH",12,"MODIFIED STARCH",7335678,122500,59.8830857142857,"Thailand"
"5973","UNSU CORPORATION","ROQUETTE ITALIA SPA","IT",12,"MODIFIED STARCH",4738259,48000,98.7137291666667,"Italy"
"5974","UNSU CORPORATION","ROQUETTE ITALIA  SPA","IT",12,"MODIFIED STARCH",2368526,24000,98.6885833333333,"Italy"
"5975","NUTRI-ASIA INC.","TATE & LYLE NETHERLANDS B.V","NL",12,"MODIFIED STARCH",11792720,256750,45.9307497565725,"Netherlands"
"5976","SAN MIGUEL BREWERY INC","C.T. STRUCKMANN & WAEGE","DE",12,"OTHERS",3402952,2100,1620.45333333333,"Germany"
"5977","SCAD SERVICES (S) PTE. LTD. - PHIL","HRD SINGAPORE PTE LTD","JP",12,"TAPE",4569337,25585,178.594371702169,"Japan"
"5978","CORNELL INGREDIENTS CORPORATION","ROQUETTE FRERES","FR",12,"OTHERS",2397478,13478,177.880842855023,"France"
"5979","OTHMANN INC.","ASUNG CLEAN FLOW TECH CO LTD","KR",12,"OTHERS",1371647,1400,979.747857142857,"South Korea"
"5980","DPO  PHILIPPINES  INC","BENEO ORAFTI S.A","BE",12,"OTHERS",8297184,63000,131.701333333333,"Belgium"
"5981","LEADER ELECTRONICS PHILIPPINE","SOMEWIN IMPORT AND EXPORT TRADING C","CN",12,"PADDING",581288,1600,363.305,"China"
"5982","UNIFIBER MULTISALES CORPORATION","XIAMEN BEHR TRADE CO., LTD.","CN",12,"GLUE",749994,42500,17.6469176470588,"China"
"5983","WIN FORMULA INC","CONNWAY CO., LTD.","TW",12,"OTHERS",735805,1065,690.896713615023,"Taiwan"
"5984","WU KONG SINGAPORE PTE. LTD. PHIL.","NEDEX CHEMIE DEUTSCHLAND GMBH","NL",12,"OTHERS",3196343,16056,199.074676133533,"Netherlands"
"5985","WU KONG SINGAPORE PTE. LTD. PHIL.","NEDEX CHEMIE DEUTSCHLAND GMBH","DE",12,"OTHERS",3353471,16733,200.410625709675,"Germany"
"5986","DAFFID INDUSTRIES INCORPORATED","TRISIGMA GLORY VENTURES PTE LT","CN",12,"ADHESIVE",1607404,4272,376.264981273408,"China"
"5987","K2RJL INDUSTRIAL SALES AND SERVICES","POXYTECH","ZA",12,"OTHERS",298783,680,439.386764705882,"South Africa"
"5988","FOOD INDUSTRIES INC.","ROQUETTE ITALIA SPA","IT",12,"OTHERS",1795196,18000,99.7331111111111,"Italy"
"5989","PURATOS PHILIPPINES INC.","PURATOS NV","BE",12,"OTHERS",663990,620,1070.95161290323,"Belgium"
"5990","CONNELL BROS. COMPANY PILIPINAS INC","DMV FONTERRA EXCIPIENTS","NL",12,"STARCH",295923,1350,219.202222222222,"Netherlands"
"5991","ALTERNATIVES FOOD CORP","SCANFLAVOUR A/S","DK",12,"PROTEIN",4092588,88000,46.5066818181818,"Denmark"
"5992","INGREDION PHILIPPINES INC.","NATIONAL STARCH AND CHEMICAL","TH",12,"OTHERS",5668812,82608,68.6230389308542,"Thailand"
